YEAR,INSTNM,CITY,STATE,COUNTRY,INST_TYPE,NT_TUT_REV,INST_EXP,AVG_FAC_SAL,TS,TS_MEN,TS_WOM,TS_MAR,TS_DPEN,TS_VET,TS_PT,ST_FI_LO,ST_FI_M1,ST_FI_M2,ST_FI_H1,ST_FI_H2,HL_ED_MS,HL_ED_HS,HL_ED_PS,CPR
2011,Rowan University,Glassboro,New Jersey,United States,Public,4514,6726,7045,7737,0.4277,0.5723,0.068348251,0.795226471,0.008950366,0.1445,0.243829672,0.11635476,0.142663412,0.194467046,0.30268511,0.022125182,0.433478894,0.544395924,0.629
2011,Monmouth University,West Long Branch,New Jersey,United States,Private,12426,5622,6163,4323,0.4161,0.5839,0.039388323,0.867933272,0.005097312,0.1198,0.195088045,0.104263207,0.143651529,0.179796108,0.377201112,0.018235584,0.412518482,0.569245934,0.5169
2011,Montclair State University,Montclair,New Jersey,United States,Public,3255,3722,7505,10744,0.3819,0.6181,0.066456464,0.771283046,0.010671841,0.219,0.312878972,0.151346107,0.165656076,0.15959253,0.210526316,0.050440352,0.418201228,0.53135842,0.5603
2011,Stockton University,Galloway,New Jersey,United States,Public,3042,4447,7118,5932,0.4117,0.5883,0.080943739,0.748094374,0.021052632,0.135,0.27876588,0.130671506,0.157168784,0.186932849,0.24646098,0.020930233,0.453875969,0.525193798,0.6255
2011,Cornell University,Ithaca,New York,United States,Private,19249,18682,9972,8493,0.5639,0.4361,0.009093085,0.913137114,0.005264417,0.0008,0.210815985,0.106006222,0.145728643,0.178511606,0.358937545,0.011720698,0.124688279,0.863591022,0.8788
2011,Fordham University,Bronx,New York,United States,Private,12897,7065,8399,7143,0.4045,0.5955,0.030473373,0.878402367,0.00443787,0.084,0.253550296,0.109467456,0.142899408,0.147928994,0.346153846,0.030694669,0.254281099,0.715024233,0.7305
2011,Hofstra University,Hempstead,New York,United States,Private,14668,8509,8248,9303,0.463,0.537,0.033949835,0.858626805,0.008107423,0.1096,0.26171776,0.125918419,0.144413479,0.148213833,0.319736509,0.025801195,0.322922325,0.65127648,0.547
2011,New York University,New York,New York,United States,Private,20152,22507,9624,19059,0.3954,0.6046,0.037129055,0.825672878,0.007177364,0.0972,0.23657695,0.121048999,0.144237405,0.148240166,0.34989648,0.023100844,0.183770176,0.79312898,0.7775
2011,Syracuse University,Syracuse,New York,United States,Private,14321,11282,7351,11885,0.4354,0.5646,0.031490015,0.873271889,0.009472606,0.0677,0.230670763,0.111623144,0.127752176,0.147209421,0.382744496,0.015082144,0.178831134,0.806086722,0.7704
2011,Appalachian State University,Boone,North Carolina,United States,Public,2267,4889,6112,12238,0.4932,0.5068,0.05183743,0.857872962,0.015575566,0.0528,0.20734972,0.128011682,0.196884887,0.211730348,0.256023363,0.011409736,0.278904665,0.709685598,0.6017
2011,East Carolina University,Greenville,North Carolina,United States,Public,2711,8111,5778,16141,0.4209,0.5791,0.072250074,0.794013565,0.026835742,0.0742,0.292391625,0.139191979,0.171040991,0.177823651,0.219551755,0.014981273,0.324750312,0.660268415,0.5446
2011,Elizabeth City State University,Elizabeth City,North Carolina,United States,Public,1248,4999,5425,2015,0.3737,0.6263,0.110711071,0.750675068,0.03330333,0.0873,0.516651665,0.205220522,0.144914491,0.091809181,0.04140414,0.039634146,0.464430894,0.495934959,0.5263
2011,Gardner-Webb University,Boiling Springs,North Carolina,United States,Private,12709,8231,5062,2556,0.3517,0.6483,0.264527845,0.513922518,0.035108959,0.133,0.282687651,0.188861986,0.226392252,0.184624697,0.117433414,0.048638132,0.436446174,0.514915694,0.4904
2011,Western Carolina University,Cullowhee,North Carolina,United States,Public,2804,5270,5605,5581,0.4865,0.5135,0.067116927,0.805403124,0.017729,0.1161,0.303081469,0.144364711,0.183621781,0.189531448,0.179400591,0.018935978,0.348061317,0.633002705,0.4571
2011,Ashland University,Ashland,Ohio,United States,Private,8538,4710,5594,2652,0.4182,0.5818,0.197388247,0.563033651,0.018081366,0.121,0.269211452,0.154696133,0.186338523,0.207433451,0.182320442,0.011464304,0.429911412,0.558624284,0.5509
2011,Baldwin Wallace University,Berea,Ohio,United States,Private,10443,6269,5739,3750,0.3808,0.6192,0.069382559,0.821769574,0.009548059,0.1885,0.162953533,0.131763208,0.189688097,0.246976448,0.268618714,0.014794889,0.386012105,0.599193006,0.654
2011,Capital University,Columbus,Ohio,United States,Private,9499,6532,5563,2721,0.3642,0.6358,0.108418367,0.68877551,0.022959184,0.2437,0.254464286,0.15625,0.192602041,0.190688776,0.205994898,0.022869023,0.382536383,0.594594595,0.6239
2011,Malone University,Canton,Ohio,United States,Private,8615,3353,4563,1791,0.4031,0.5969,0.198879552,0.658263305,0.034547152,0.081,0.196078431,0.137254902,0.218487395,0.258636788,0.189542484,0.021400778,0.464007782,0.51459144,0.5025
2011,Mount Vernon Nazarene University,Mount Vernon,Ohio,United States,Private,9845,6442,4883,2220,0.4266,0.5734,0.28604119,0.536994661,0.049580473,0.1347,0.168573608,0.183066362,0.241800153,0.234935164,0.171624714,0.021018593,0.472918351,0.506063056,0.4865
2011,Xavier University,Cincinnati,Ohio,United States,Private,10039,5862,5806,3753,0.4207,0.5793,0.072180451,0.811278196,0.018045113,0.1084,0.155639098,0.128571429,0.153383459,0.187969925,0.37443609,0.01342812,0.252764613,0.733807267,0.7121
2011,Oklahoma City University,Oklahoma City,Oklahoma,United States,Private,7634,5573,5503,1702,0.3913,0.6087,0.164756447,0.578796562,0.045845272,0.1704,0.348137536,0.143266476,0.164756447,0.137535817,0.206303725,0.021212121,0.303030303,0.675757576,0.4877
2011,Oral Roberts University,Tulsa,Oklahoma,United States,Private,10885,3184,4374,3181,0.4102,0.5898,0.09464752,0.80613577,0.022193212,0.1185,0.313315927,0.167754569,0.199086162,0.17232376,0.147519582,0.021023125,0.303433777,0.675543097,0.5182
2011,George Fox University,Newberg,Oregon,United States,Private,10446,5993,5212,1582,0.4001,0.5999,0.205666317,0.676810074,0.054564533,0.2092,0.17838405,0.14270724,0.222455404,0.244491081,0.211962225,0.017297297,0.275675676,0.707027027,0.5881
2011,Oregon State University,Corvallis,Oregon,United States,Public,4965,6140,6263,15137,0.5323,0.4677,0.078800989,0.784765142,0.023176761,0.086,0.291563659,0.134270705,0.182478368,0.177379481,0.214307787,0.017007359,0.301390025,0.681602617,0.587
2011,DeSales University,Center Valley,Pennsylvania,United States,Private,8755,5149,4953,2116,0.4315,0.5685,0.147716229,0.658892128,0.029154519,0.2491,0.203109815,0.13313897,0.161321672,0.228377065,0.274052478,0.021494371,0.388945752,0.589559877,0.5745
2011,Alvernia University,Reading,Pennsylvania,United States,Private,8754,4004,4796,1617,0.3426,0.6574,0.202040816,0.548979592,0.031632653,0.2189,0.319387755,0.178571429,0.145918367,0.196938776,0.159183674,0.053348468,0.503972758,0.442678774,0.4476
2011,Gwynedd Mercy University,Gwynedd Valley,Pennsylvania,United States,Private,8502,4520,5265,1974,0.2234,0.7766,0.178111588,0.591201717,0.030042919,0.4205,0.199570816,0.172746781,0.189914163,0.2027897,0.234978541,0.032786885,0.485948478,0.481264637,0.7045
2011,Holy Family University,Philadelphia,Pennsylvania,United States,Private,8414,4351,5190,1585,0.2467,0.7533,0.15114873,0.654171705,0.013301088,0.33,0.237001209,0.169286578,0.191051995,0.210399033,0.192261185,0.037662338,0.585714286,0.376623377,0.6389
2011,Immaculata University,Chester,Pennsylvania,United States,Private,9154,4498,4431,2768,0.1662,0.8338,0.265625,0.369318182,0.021306818,0.7731,0.248579546,0.180397727,0.191761364,0.181818182,0.197443182,0.039246468,0.43956044,0.521193093,0.505
2011,Lock Haven University,Lock Haven,Pennsylvania,United States,Public,4205,4681,6492,2098,0.4028,0.5972,0.069098712,0.841630901,0.016738197,0.0663,0.213304721,0.139055794,0.23776824,0.240772532,0.169098712,0.017775752,0.504102097,0.478122151,0.5281
2011,Mercyhurst University,Erie,Pennsylvania,United States,Private,9066,5236,4528,3424,0.3867,0.6133,0.119765871,0.758667267,0.025213868,0.1195,0.216118865,0.137775777,0.176046826,0.236830257,0.233228276,0.019417476,0.39223301,0.588349515,0.5009
2011,Misericordia University,Dallas,Pennsylvania,United States,Private,20842,11363,5264,1833,0.2761,0.7239,0.140973631,0.687626775,0.016227181,0.2782,0.226166329,0.144016227,0.186612576,0.235294118,0.207910751,0.020169851,0.441613588,0.538216561,0.6494
2011,Clemson University,Clemson,South Carolina,United States,Public,5596,6743,6976,13583,0.5479,0.4521,0.042158516,0.888701518,0.012366498,0.0607,0.183249016,0.101742552,0.153456998,0.212197864,0.349353569,0.009299622,0.219994188,0.77070619,0.7167
2011,Winthrop University,Rock Hill,South Carolina,United States,Public,3259,4425,5343,4826,0.3038,0.6962,0.063848525,0.846323206,0.014531044,0.0808,0.244385733,0.154117129,0.18538089,0.205195949,0.210920299,0.012765957,0.338534279,0.648699764,0.5505
2011,South Dakota State University,Brookings,South Dakota,United States,Public,3275,5099,5491,7835,0.4812,0.5188,0.063845224,0.851269649,0.017412334,0.1421,0.211850061,0.166142684,0.239661427,0.243288996,0.139056832,0.009575569,0.319616977,0.670807453,0.5476
2011,Tennessee Technological University,Cookeville,Tennessee,United States,Public,2688,4719,5807,7157,0.5438,0.4562,0.134895279,0.724529642,0.020234292,0.0996,0.383386582,0.180333688,0.1771388,0.157614484,0.101526447,0.034666667,0.469714286,0.495619048,0.4832
2011,Baylor University,Waco,Texas,United States,Private,9677,7454,6583,11880,0.4237,0.5763,0.03562341,0.920101781,0.007888041,0.037,0.191348601,0.110687023,0.16437659,0.18346056,0.350127227,0.013553016,0.233590221,0.752856763,0.7207
2011,Houston Baptist University,Houston,Texas,United States,Private,12091,7191,5117,1930,0.3021,0.6979,0.128263337,0.642451759,0.026106697,0.1047,0.387060159,0.169125993,0.158910329,0.14415437,0.140749149,0.031210986,0.339575531,0.629213483,0.4681
2011,St. Mary's University,San Antonio,Texas,United States,Private,11253,6510,6613,2725,0.4077,0.5923,0.039688716,0.874708171,0.018677043,0.0895,0.314396887,0.150972763,0.187548638,0.173540856,0.173540856,0.02991453,0.372649573,0.597435897,0.6055
2011,Southern Methodist University,Dallas,Texas,United States,Private,13060,8680,7663,6026,0.467,0.533,0.055745165,0.827076223,0.012514221,0.0378,0.261660978,0.139931741,0.153583618,0.147326507,0.297497156,0.022632519,0.192376415,0.784991066,0.7025
2011,Texas State University,San Marcos,Texas,United States,Public,3416,4054,5677,21095,0.4458,0.5542,0.08327351,0.716558985,0.033500838,0.1952,0.32160804,0.145130414,0.166427375,0.156018186,0.210815985,0.020392459,0.348339105,0.631268437,0.4541
2011,Texas Christian University,Fort Worth,Texas,United States,Private,14413,8865,7119,6662,0.4105,0.5895,0.058103976,0.859327217,0.015727392,0.0633,0.21013543,0.114897335,0.162516383,0.153342071,0.359108781,0.012317518,0.222627737,0.765054745,0.6389
2011,Texas Tech University,Lubbock,Texas,United States,Public,4212,5447,6672,22768,0.5452,0.4548,0.061553143,0.848383634,0.019086246,0.117,0.245138972,0.119646904,0.167958965,0.180842181,0.286412979,0.018569636,0.302760351,0.678670013,0.5173
2011,Utah State University,Logan,Utah,United States,Public,2572,5522,6080,16240,0.4921,0.5079,0.354127454,0.466523259,0.011427803,0.2174,0.492471094,0.153267007,0.156762571,0.111185803,0.086313525,0.008090389,0.292090947,0.699818664,0.5667
2011,George Mason University,Fairfax,Virginia,United States,Public,4112,6695,7580,13925,0.4386,0.5614,0.109258924,0.68200761,0.032614604,0.2793,0.325421272,0.152926255,0.170501903,0.146584526,0.204566045,0.024775654,0.281310964,0.693913383,0.4949
2011,Hampton University,Hampton,Virginia,United States,Private,4156,4634,5453,3929,0.3955,0.6045,0.054898249,0.85802177,0.027922385,0.1171,0.249881685,0.172266919,0.195456697,0.152863228,0.229531472,0.010966057,0.271018277,0.718015666,0.5954
2011,Marymount University,Arlington,Virginia,United States,Private,11628,6580,5782,2046,0.2703,0.7297,0.128686327,0.612153709,0.022341376,0.1843,0.287756926,0.169794459,0.183199285,0.142091153,0.217158177,0.042828685,0.280876494,0.676294821,0.6226
2011,Radford University,Radford,Virginia,United States,Public,2286,4150,5609,8173,0.415,0.585,0.04901673,0.878778984,0.012621074,0.0658,0.207513942,0.125330203,0.17845612,0.216906369,0.271793367,0.014746544,0.337634409,0.647619048,0.5292
2011,Virginia Polytechnic Institute and State University,Blacksburg,Virginia,United States,Public,4914,7404,7652,21344,0.5932,0.4068,0.01341623,0.944371728,0.006053665,0.0272,0.141524869,0.088350785,0.149705497,0.199934555,0.420484293,0.0067465,0.207792208,0.785461292,0.7447
2011,Central Washington University,Ellensburg,Washington,United States,Public,2896,5126,5417,8095,0.4728,0.5272,0.120036934,0.689981533,0.033933518,0.0922,0.31255771,0.131348107,0.162973223,0.199907664,0.193213296,0.027541312,0.34651978,0.625938908,0.5032
2011,Eastern Washington University,Cheney,Washington,United States,Public,3469,4786,5279,8798,0.4207,0.5793,0.153790787,0.614923225,0.0506238,0.1507,0.387715931,0.153550864,0.162667946,0.164587332,0.131477927,0.020849421,0.327155727,0.651994852,0.4804
2011,Pacific Lutheran University,Tacoma,Washington,United States,Private,10523,8043,5574,3086,0.371,0.629,0.122435897,0.766666667,0.039102564,0.0713,0.209615385,0.116025641,0.20448718,0.221153846,0.248717949,0.014056225,0.273761714,0.712182062,0.6525
2011,Seattle University,Seattle,Washington,United States,Private,11749,7236,6647,3527,0.3859,0.6141,0.05626741,0.763231198,0.023955432,0.0686,0.275766017,0.128690808,0.157103064,0.164902507,0.273537605,0.017149616,0.21584861,0.767001774,0.658
2011,Washington State University,Pullman,Washington,United States,Public,3730,6288,6373,4406,0.4753,0.5247,0.142344651,0.670980141,0.034208841,0.143,0.316976297,0.13119795,0.161178732,0.1743754,0.216271621,0.023835616,0.302191781,0.673972603,0.628
2011,Western Washington University,Bellingham,Washington,United States,Public,3895,6092,5871,12228,0.4257,0.5743,0.094877049,0.740163934,0.023565574,0.0707,0.288729508,0.122540984,0.168647541,0.190778689,0.229303279,0.01384083,0.285250865,0.700908305,0.6259
2011,West Virginia University,Morgantown,West Virginia,United States,Public,4930,6112,6246,16692,0.5356,0.4644,0.041269409,0.88109507,0.017025334,0.0597,0.254426587,0.12448924,0.1887769,0.201443748,0.230863525,0.012745238,0.376056136,0.611198625,0.5566
2011,Marian University,Fond Du Lac,Wisconsin,United States,Private,7297,3454,4679,1663,0.294,0.706,0.170263789,0.610311751,0.032374101,0.3007,0.262589928,0.1558753,0.230215827,0.211031175,0.14028777,0.02987013,0.487012987,0.483116883,0.4724
2012,Auburn University,Auburn,Alabama,United States,Public,5879,6553,7151,19145,0.5185,0.4815,0.037140724,0.88671146,0.017917133,0.0822,0.227323628,0.106942889,0.151362449,0.181224337,0.333146697,0.008339798,0.231186967,0.760473235,0.6758
2012,Northern Arizona University,Flagstaff,Arizona,United States,Public,3145,5330,5725,12824,0.4039,0.5961,0.15497553,0.62137031,0.029200653,0.1546,0.366557912,0.147634584,0.165742251,0.148939641,0.171125612,0.027285613,0.33167966,0.641034727,0.5184
2012,Harding University,Searcy,Arkansas,United States,Private,6984,5688,5172,4036,0.4549,0.5451,0.076152305,0.874248497,0.011022044,0.0439,0.221442886,0.123747495,0.176352705,0.200400802,0.278056112,0.007845188,0.212343096,0.779811716,0.5991
2012,John Brown University,Siloam Springs,Arkansas,United States,Private,7184,5537,4818,1614,0.4721,0.5279,0.347533632,0.512331839,0.081838565,0.0328,0.246636771,0.177130045,0.201793722,0.202914798,0.171524664,0.023894863,0.298685783,0.677419355,0.5111
2012,Azusa Pacific University,Azusa,California,United States,Private,12256,6248,5834,4373,0.3574,0.6426,0.23803147,0.577167727,0.028456646,0.0409,0.2289923,0.121191831,0.170070305,0.190826917,0.288918648,0.040956868,0.302283436,0.656759696,0.5735
2012,Biola University,La Mirada,California,United States,Private,11666,7180,5917,3410,0.3792,0.6208,0.103672986,0.7742891,0.016587678,0.0935,0.229265403,0.121445498,0.17950237,0.197867299,0.271919431,0.018319646,0.259001895,0.722678459,0.643
2012,Chapman University,Orange,California,United States,Private,13785,9186,7411,3413,0.4295,0.5705,0.317633675,0.366780432,0.047098976,0.0451,0.308532423,0.159954494,0.176791809,0.144254835,0.210466439,0.040690506,0.325030826,0.634278668,0.5806
2012,Fresno Pacific University,Fresno,California,United States,Private,6615,2998,5026,1304,0.3474,0.6526,0.272222222,0.56,0.025555556,0.2201,0.305555556,0.195555556,0.178888889,0.17,0.15,0.081012658,0.340506329,0.578481013,0.5678
2012,Mount Saint Mary's University,Los Angeles,California,United States,Private,13945,6106,6036,854,0.0492,0.9508,0.09946714,0.627886323,0.013321492,0.2447,0.360568384,0.198046181,0.206039076,0.101243339,0.13410302,0.128745838,0.322974473,0.548279689,0.5573
2012,Pepperdine University,Malibu,California,United States,Private,16504,8834,9816,3083,0.4453,0.5547,0.081355932,0.724745763,0.014915254,0.167,0.273898305,0.105084746,0.164067797,0.164745763,0.29220339,0.023655914,0.206451613,0.769892473,0.7967
2012,Sonoma State University,Rohnert Park,California,United States,Public,2608,5069,7106,7123,0.3701,0.6299,0.112833454,0.613914924,0.015140591,0.1474,0.345349676,0.131578947,0.167267484,0.145998558,0.209805335,0.028593811,0.308264787,0.663141402,0.4782
2012,Regis University,Denver,Colorado,United States,Private,20653,8931,5404,5430,0.3777,0.6223,0.432864207,0.23240776,0.087866109,0.5996,0.217953595,0.18980601,0.208824648,0.195511601,0.187904146,0.029448362,0.389050187,0.581501452,0.5478
2012,Central Connecticut State University,New Britain,Connecticut,United States,Public,4697,5129,6671,8640,0.4847,0.5153,0.059821153,0.775516497,0.017267962,0.2156,0.241751465,0.142152328,0.176379895,0.188405797,0.251310515,0.023097826,0.388586957,0.588315217,0.4246
2012,Eastern Connecticut State University,Willimantic,Connecticut,United States,Public,5066,4988,6303,4408,0.4249,0.5751,0.058730991,0.826428946,0.014682748,0.1808,0.188778186,0.106449921,0.174619822,0.235972732,0.294179339,0.012784881,0.400222346,0.586992774,0.423
2012,Georgetown University,Washington,Washington D.C.,United States,Private,23164,13671,9072,6268,0.4625,0.5375,0.038262256,0.615783181,0.008369869,0.0228,0.349143085,0.10801116,0.118772419,0.121562375,0.302510961,0.010708402,0.121911038,0.86738056,0.9304
2012,Florida International University,Miami,Florida,United States,Public,6787,8592,7018,25729,0.4276,0.5724,0.111053772,0.646196718,0.019506657,0.3798,0.512539994,0.213437919,0.145422644,0.074207865,0.054391578,0.051649928,0.336083214,0.612266858,0.4731
2012,Florida State University,Tallahassee,Florida,United States,Public,3098,5052,7285,29129,0.4343,0.5657,0.048994619,0.832530917,0.022373265,0.1116,0.307750401,0.150571132,0.17549325,0.155385632,0.210799585,0.01384986,0.290947411,0.69520273,0.6286
2012,Mercer University,Macon,Georgia,United States,Private,11194,8382,6287,2238,0.336,0.664,0.254688033,0.453460621,0.03307194,0.1519,0.309580634,0.155472213,0.179679509,0.16229117,0.192976475,0.031179564,0.33095417,0.637866266,0.5022
2012,Shorter University,Rome,Georgia,United States,Private,5438,4305,4745,2226,0.3338,0.6662,0.393108298,0.248241913,0.076652602,0.009,0.184950774,0.234177215,0.241912799,0.179324895,0.159634318,0.051217464,0.449202351,0.499580185,0.4793
2012,Aurora University,Aurora,Illinois,United States,Private,10568,5250,5299,1632,0.3627,0.6373,0.094858156,0.696808511,0.015070922,0.1189,0.296985816,0.127659575,0.169326241,0.182624114,0.223404255,0.055776892,0.429282869,0.514940239,0.4863
2012,DePaul University,Chicago,Illinois,United States,Private,14926,6713,7271,14025,0.4158,0.5842,0.070951586,0.733889816,0.012353923,0.2283,0.29933222,0.165943239,0.1721202,0.148914858,0.213689483,0.049330644,0.314139006,0.63653035,0.6367
2012,Eastern Illinois University,Charleston,Illinois,United States,Public,3704,5528,5854,9714,0.4192,0.5808,0.061817388,0.847531673,0.013543032,0.0982,0.204019222,0.114460463,0.180865007,0.224770642,0.275884666,0.012829324,0.404581902,0.582588774,0.5947
2012,Greenville University,Greenville,Illinois,United States,Private,8751,5624,4601,1150,0.4809,0.5191,0.182397959,0.663265306,0.029336735,0.0261,0.227040816,0.136479592,0.233418367,0.228316327,0.174744898,0.03133515,0.344686649,0.623978202,0.5412
2012,Benedictine University,Lisle,Illinois,United States,Private,7937,4296,5766,2006,0.3714,0.6286,0.144274121,0.65915239,0.026149684,0.2802,0.23534716,0.142470694,0.195671776,0.19116321,0.23534716,0.032448378,0.334316618,0.633235005,0.53
2012,Illinois State University,Normal,Illinois,United States,Public,4325,5428,5937,18035,0.4246,0.5754,0.040696864,0.867595819,0.02271777,0.069,0.190801394,0.104808362,0.157212544,0.228013937,0.319163763,0.014210372,0.362291239,0.623498389,0.5905
2012,Lewis University,Romeoville,Illinois,United States,Private,14065,6343,6097,3174,0.4156,0.5844,0.127388535,0.673248408,0.017834395,0.293,0.247770701,0.143312102,0.138853503,0.2,0.270063694,0.03183391,0.428373702,0.539792388,0.5026
2012,McKendree University,Lebanon,Illinois,United States,Private,7462,4603,5126,2035,0.3961,0.6039,0.229007634,0.554389313,0.062022901,0.2452,0.271946565,0.170801527,0.182251908,0.198473282,0.176526718,0.02755102,0.410204082,0.562244898,0.6074
2012,Northern Illinois University,Dekalb,Illinois,United States,Public,3429,5090,6071,18266,0.4733,0.5267,0.044779752,0.825261621,0.022268192,0.1023,0.266731565,0.13506936,0.172304697,0.19311268,0.232781699,0.028526357,0.380176154,0.591297489,0.5286
2012,Western Illinois University,Macomb,Illinois,United States,Public,3374,5188,5931,11016,0.5057,0.4943,0.059308073,0.82335713,0.037525169,0.1113,0.243455977,0.12081274,0.184330954,0.212154494,0.239245836,0.017898833,0.399610895,0.582490272,0.5531
2012,Bethel University,Mishawaka,Indiana,United States,Private,9238,5427,3651,1741,0.3653,0.6347,0.226095618,0.56374502,0.021912351,0.2596,0.28685259,0.156374502,0.230079681,0.195219124,0.131474104,0.034594595,0.375135135,0.59027027,0.6233
2012,Buena Vista University,Storm Lake,Iowa,United States,Private,7274,5143,5509,2603,0.3746,0.6254,0.241740954,0.564761405,0.024121657,0.1041,0.306240168,0.166754064,0.241216571,0.195070792,0.090718406,0.022136137,0.392916436,0.584947427,0.5481
2012,Iowa State University,Ames,Iowa,United States,Public,5011,6362,7521,21813,0.5631,0.4369,0.031018519,0.901157407,0.011458333,0.0568,0.187268519,0.131712963,0.203009259,0.231134259,0.246875,0.00589722,0.263930678,0.730172103,0.6573
2012,Kansas State University,Manhattan,Kansas,United States,Public,3465,6547,6543,18867,0.5174,0.4826,0.068525997,0.838844018,0.024482585,0.1387,0.226274609,0.132004038,0.194724886,0.218955073,0.228041393,0.010062227,0.305044353,0.68489342,0.5616
2012,MidAmerica Nazarene University,Olathe,Kansas,United States,Private,5789,3119,4378,1411,0.4649,0.5351,0.204188482,0.617801047,0.029319372,0.0943,0.203141361,0.161256545,0.217801047,0.230366492,0.187434555,0.024229075,0.323788546,0.651982379,0.5
2012,Pittsburg State University,Pittsburg,Kansas,United States,Public,2813,4033,5640,5422,0.5044,0.4956,0.131293571,0.739349342,0.024012394,0.0767,0.315259489,0.171959721,0.208752905,0.182029435,0.121998451,0.017456359,0.389443059,0.593100582,0.4738
2012,Murray State University,Murray,Kentucky,United States,Public,2871,5249,5641,7776,0.4106,0.5894,0.133771275,0.722902359,0.020304569,0.1249,0.361003285,0.154075844,0.18512989,0.177664975,0.122126008,0.029648727,0.445053174,0.525298099,0.4809
2012,Thomas More University,Crestview Hills,Kentucky,United States,Private,13470,4076,4169,1371,0.4894,0.5106,0.178977273,0.636363636,0.045454546,0.2356,0.196022727,0.136363636,0.194602273,0.257102273,0.215909091,0.027480916,0.464122137,0.508396947,0.564
2012,Louisiana Tech University,Ruston,Louisiana,United States,Public,4083,5308,5707,9543,0.5186,0.4814,0.106959112,0.771459518,0.027349039,0.1693,0.375033848,0.155970756,0.177091795,0.154616843,0.137286759,0.01461561,0.405144695,0.580239696,0.4881
2012,Frostburg State University,Frostburg,Maryland,United States,Public,3631,5071,5987,4516,0.4925,0.5075,0.038615848,0.872116349,0.01003009,0.0589,0.21664995,0.107321966,0.186058175,0.209628887,0.280341023,0.00845666,0.424947146,0.566596195,0.5145
2012,Salisbury University,Salisbury,Maryland,United States,Public,4320,4676,5803,5874,0.4282,0.5718,0.047408598,0.864604259,0.01084773,0.0769,0.179590197,0.107673765,0.145038168,0.20610687,0.361591,0.01048218,0.329559748,0.659958071,0.6738
2012,Towson University,Towson,Maryland,United States,Public,4925,4184,5972,13536,0.3893,0.6107,0.041884817,0.803060814,0.016512284,0.1212,0.232178816,0.115384615,0.143576319,0.18123238,0.32762787,0.010381356,0.329661017,0.659957627,0.5653
2012,Bridgewater State University,Bridgewater,Massachusetts,United States,Public,3729,4014,6154,7165,0.3908,0.6092,0.056074766,0.824363519,0.012890751,0.1414,0.222365453,0.135030616,0.166290686,0.228166291,0.248146955,0.024154589,0.366114562,0.609730849,0.4577
2012,Fitchburg State University,Fitchburg,Massachusetts,United States,Public,2875,4182,6132,3156,0.4335,0.5665,0.053258584,0.847231955,0.011212334,0.1809,0.208128942,0.142957253,0.208829713,0.225648213,0.21443588,0.02631579,0.413533835,0.560150376,0.4775
2012,Northeastern University,Boston,Massachusetts,United States,Private,11170,6887,8034,18676,0.4921,0.5079,0.029658385,0.848757764,0.005745342,0.224,0.2,0.108695652,0.141149068,0.179503106,0.370652174,0.013335529,0.225386895,0.761277577,0.6006
2012,Westfield State University,Westfield,Massachusetts,United States,Public,3713,3890,5969,4041,0.4397,0.5603,0.030982906,0.871260684,0.013888889,0.0948,0.19284188,0.119123932,0.176282051,0.230235043,0.281517094,0.0125,0.355113636,0.632386364,0.557
2012,Central Michigan University,Mount Pleasant,Michigan,United States,Public,4811,4659,6351,19367,0.4135,0.5865,0.054510557,0.842610365,0.011772233,0.12,0.202943058,0.127703135,0.189507358,0.232245681,0.247600768,0.009508504,0.399223249,0.591268247,0.523
2012,Grand Valley State University,Allendale,Michigan,United States,Public,5168,4895,5606,17425,0.3963,0.6037,0.068170235,0.815366973,0.014525994,0.1426,0.22324159,0.115698267,0.18616208,0.232543323,0.24235474,0.008982827,0.355614267,0.635402906,0.4904
2012,Lawrence Technological University,Southfield,Michigan,United States,Private,12257,7788,6981,2948,0.7578,0.2422,0.09082218,0.733269599,0.019120459,0.4339,0.254302103,0.136711281,0.159655832,0.198852773,0.250478012,0.025562372,0.356850716,0.617586912,0.4711
2012,Michigan State University,East Lansing,Michigan,United States,Public,6507,9434,8343,34617,0.4643,0.5357,0.031870382,0.871806285,0.007210897,0.1038,0.221579275,0.112881688,0.146799608,0.18543577,0.333303659,0.011152416,0.271003718,0.717843866,0.6949
2012,Northern Michigan University,Marquette,Michigan,United States,Public,3974,4094,6078,8536,0.4845,0.5155,0.064301552,0.797979798,0.025375708,0.1238,0.297856615,0.137965016,0.199556541,0.204730229,0.159891599,0.012970169,0.403112841,0.583916991,0.4462
2012,Spring Arbor University,Spring Arbor,Michigan,United States,Private,7363,4803,4661,2612,0.3132,0.6868,0.360251704,0.409019402,0.045097011,0.2109,0.255899318,0.162558993,0.217094914,0.211851075,0.1525957,0.032590052,0.404230989,0.563178959,0.6033
2012,Western Michigan University,Kalamazoo,Michigan,United States,Public,5331,4968,6696,23143,0.4865,0.5135,0.045278852,0.853009387,0.015240199,0.1257,0.203644395,0.106791828,0.154279404,0.216234125,0.319050249,0.007240547,0.323181244,0.669578209,0.5612
2012,St Catherine University,Saint Paul,Minnesota,United States,Private,10155,6586,4780,3595,0.0259,0.9741,0.201038961,0.498701299,0.006233766,0.336,0.284155844,0.17974026,0.185454546,0.188051948,0.162597403,0.021816038,0.306603774,0.671580189,0.5618
